SKU,LEAD_TIMES,MANUFACTURING_COSTS,CUSTOMER_NAME,CUSTOMER_CITY,CUSTOMER_COUNTRY,TRANSP_MODE,SOLD_QTY,PRICE,REVENUE,FREIGHT,STOCK_QTY,REPOSITION,MONTH,YEAR,SKU_LABEL,CUSTOMER_NAME_LABEL,CUSTOMER_CITY_LABEL,CUSTOMER_COUNTRY_LABEL,TRANSP_MODE_LABEL
19995.81382221596,12,0.62,22679.14003180492,22679.14003180492,22679.14003180492,18984.409377995224,4800.0,0.78,3744.0,673.92,2400.0,30,10,2020,SKU25,CUSTOMER_04,Genebra,Suíça,Aéreo
31188.121689386255,16,25.8,15840.516002071054,22188.80474917698,23150.913151364763,23280.574879227053,6500.0,32.24,209590.0,25779.57,26790.0,60,10,2020,SKU21,CUSTOMER_01,Serra,Brasil,Rodoviário
6480.820131586234,27,1419.5,15840.516002071054,22188.80474917698,23150.913151364763,23280.574879227053,800.0,1774.37,708487.0,21254.61,4880.0,60,10,2020,SKU20,CUSTOMER_01,Serra,Brasil,Rodoviário
23906.899857283322,8,147.36,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,4400.0,184.2,810496.0,99691.01,16760.0,60,10,2020,SKU15,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
17606.6362525724,25,573.02,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,40.0,716.28,28651.2,573.02,14.0,60,10,2020,SKU18,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
30862.443596482095,10,1.25,22679.14003180492,22679.14003180492,22679.14003180492,18984.409377995224,11760.0,1.56,9172.8,1651.1,60480.0,30,10,2020,SKU24,CUSTOMER_04,Genebra,Suíça,Aéreo
6296.075786750511,13,205.89,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,3648.0,257.37,938880.48,115482.3,1725.0,60,10,2020,SKU16,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
20628.174576874564,30,1.25,22679.14003180492,22679.14003180492,22679.14003180492,18984.409377995224,8700.0,1.56,6786.0,1221.48,3770.0,30,10,2020,SKU23,CUSTOMER_04,Genebra,Suíça,Aéreo
31188.121689386255,27,0.8,15840.516002071054,22188.80474917698,23150.913151364763,23280.574879227053,10680.0,1.0,10631.6,1307.69,35720.0,60,11,2020,SKU21,CUSTOMER_01,Serra,Brasil,Rodoviário
7625.196762063673,2,858.89,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,560.0,1073.61,202553.6,4051.07,36.0,60,11,2020,SKU14,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
6480.820131586234,26,1381.25,15840.516002071054,8464.781715291463,23150.913151364763,23280.574879227053,700.0,1726.56,601230.0,30061.5,4880.0,60,11,2020,SKU20,CUSTOMER_01,Barueri,Brasil,Rodoviário
17606.6362525724,17,545.63,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,40.0,682.04,27281.6,545.63,14.0,60,11,2020,SKU18,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
23906.899857283322,7,117.98,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,6000.0,147.47,884832.0,108834.34,33520.0,60,11,2020,SKU15,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
6296.075786750511,17,2164.41,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,1032.0,2705.51,555722.88,11114.46,1725.0,60,11,2020,SKU16,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
13162.844727314232,27,51.98,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,7680.0,64.97,498982.56,61374.85,11760.0,60,11,2020,SKU17,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
6480.820131586234,13,1396.63,15840.516002071054,22188.80474917698,23150.913151364763,23280.574879227053,1000.0,1745.79,872895.0,26186.85,4880.0,60,11,2020,SKU20,CUSTOMER_01,Serra,Brasil,Rodoviário
23906.899857283322,30,138.76,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,4800.0,173.44,832532.0,102401.44,25140.0,60,12,2020,SKU15,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
6480.820131586234,27,622.37,15840.516002071054,8464.781715291463,23150.913151364763,23280.574879227053,400.0,777.96,311184.0,15559.2,2440.0,60,12,2020,SKU20,CUSTOMER_01,Barueri,Brasil,Rodoviário
6480.820131586234,13,537.78,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,2.0,672.23,1344.46,26.89,2440.0,60,12,2020,SKU20,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
13162.844727314232,24,319.09,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,2336.0,398.86,931745.92,114604.75,7840.0,60,12,2020,SKU17,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
31188.121689386255,11,4196.16,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,10.0,5245.2,10490.4,209.81,8930.0,60,12,2020,SKU21,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
7625.196762063673,29,803.42,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,1120.0,1004.27,374980.8,7499.62,36.0,60,12,2020,SKU14,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
17606.6362525724,26,519.54,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,40.0,649.43,25977.2,519.54,14.0,60,12,2020,SKU18,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
31188.121689386255,23,84.48,15840.516002071054,22188.80474917698,23150.913151364763,23280.574879227053,12300.0,105.6,1298837.0,159756.95,53580.0,60,12,2020,SKU21,CUSTOMER_01,Serra,Brasil,Rodoviário
6296.075786750511,26,1710.05,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,744.0,2137.56,397586.16,7951.72,1380.0,60,1,2021,SKU16,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
13162.844727314232,17,18.9,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,22848.0,23.62,539757.6,66390.18,15680.0,60,1,2021,SKU17,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
31188.121689386255,2,108.03,15840.516002071054,22188.80474917698,23150.913151364763,23280.574879227053,12000.0,135.04,1620500.0,199321.5,35720.0,60,1,2021,SKU21,CUSTOMER_01,Serra,Brasil,Rodoviário
6480.820131586234,23,622.37,15840.516002071054,8464.781715291463,23150.913151364763,23280.574879227053,200.0,777.96,155592.0,7779.6,2440.0,60,1,2021,SKU20,CUSTOMER_01,Barueri,Brasil,Rodoviário
6480.820131586234,23,287.57,15840.516002071054,22188.80474917698,23150.913151364763,23280.574879227053,2360.0,359.46,848336.0,104345.33,9760.0,60,1,2021,SKU20,CUSTOMER_01,Serra,Brasil,Rodoviário
7625.196762063673,25,2478.46,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,2800.0,3098.08,954762.4,19095.25,108.0,60,1,2021,SKU14,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
23906.899857283322,10,22.09,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,26000.0,27.61,717880.0,88299.24,58660.0,60,1,2021,SKU15,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
13162.844727314232,9,177.56,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,3744.0,221.95,830982.72,102210.87,5880.0,60,2,2021,SKU17,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
6296.075786750511,27,424.23,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,72.0,530.29,38180.88,763.62,345.0,60,2,2021,SKU16,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
31188.121689386255,19,9.72,15840.516002071054,22188.80474917698,23150.913151364763,23280.574879227053,41220.0,12.14,500595.8,61573.28,89300.0,60,2,2021,SKU21,CUSTOMER_01,Serra,Brasil,Rodoviário
23906.899857283322,13,10.99,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,14400.0,13.74,197796.0,24328.91,33520.0,60,2,2021,SKU15,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
6480.820131586234,30,1311.42,15840.516002071054,22188.80474917698,23150.913151364763,23280.574879227053,1000.0,1639.28,819640.0,24589.2,4880.0,60,2,2021,SKU20,CUSTOMER_01,Serra,Brasil,Rodoviário
6480.820131586234,8,326.82,15840.516002071054,8464.781715291463,23150.913151364763,23280.574879227053,2000.0,408.53,817060.0,100498.38,4880.0,60,2,2021,SKU20,CUSTOMER_01,Barueri,Brasil,Rodoviário
7625.196762063673,6,556.96,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,1760.0,696.2,612387.2,12247.74,24.0,60,2,2021,SKU14,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
23906.899857283322,3,135.86,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,5200.0,169.82,883080.0,108618.84,25140.0,60,3,2021,SKU15,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
6480.820131586234,1,485.07,15840.516002071054,8464.781715291463,23150.913151364763,23280.574879227053,1512.0,606.34,916787.6,112764.87,4880.0,60,3,2021,SKU20,CUSTOMER_01,Barueri,Brasil,Rodoviário
13162.844727314232,8,364.88,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,1920.0,456.1,875702.4,107711.4,1960.0,60,3,2021,SKU17,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
6296.075786750511,23,436.61,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,480.0,545.76,261964.8,5239.3,345.0,60,3,2021,SKU16,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
23906.899857283322,27,117.44,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,6000.0,146.8,880824.0,108341.35,16760.0,60,4,2021,SKU15,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
13162.844727314232,1,11.1,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,40604.0,13.87,563145.8,69266.93,17640.0,60,4,2021,SKU17,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
17606.6362525724,14,572.7,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,40.0,715.88,28635.2,572.7,14.0,60,4,2021,SKU18,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
6296.075786750511,8,235.08,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,3240.0,293.85,952088.0,117106.82,1035.0,60,4,2021,SKU16,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
7625.196762063673,20,579.58,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,880.0,724.48,319415.2,6388.3,24.0,60,4,2021,SKU14,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
31188.121689386255,27,70.47,15840.516002071054,22188.80474917698,23150.913151364763,23280.574879227053,11340.0,88.08,998880.0,122862.24,26790.0,60,4,2021,SKU21,CUSTOMER_01,Serra,Brasil,Rodoviário
23906.899857283322,15,1427.88,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,305.0,1784.85,108875.85,2177.52,8380.0,60,5,2021,SKU15,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
6480.820131586234,8,635.98,15840.516002071054,22188.80474917698,23150.913151364763,23280.574879227053,420.0,794.98,333891.6,10016.75,2440.0,60,5,2021,SKU20,CUSTOMER_01,Serra,Brasil,Rodoviário
31188.121689386255,25,180.16,15840.516002071054,8464.781715291463,23150.913151364763,23280.574879227053,4020.0,225.2,905298.0,111351.65,26790.0,60,5,2021,SKU21,CUSTOMER_01,Barueri,Brasil,Rodoviário
31188.121689386255,24,50.09,15840.516002071054,22188.80474917698,23150.913151364763,23280.574879227053,16370.0,62.61,1024906.6,126063.51,71440.0,60,5,2021,SKU21,CUSTOMER_01,Serra,Brasil,Rodoviário
6296.075786750511,1,35.23,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,14015.0,44.04,617168.86,75911.77,3795.0,60,5,2021,SKU16,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
13162.844727314232,12,1.52,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,208704.0,1.89,395344.16,48627.33,25480.0,60,5,2021,SKU17,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
20404.344889129366,26,0.78,22679.14003180492,22679.14003180492,22679.14003180492,23280.574879227053,2728.0,0.98,2673.44,80.2,5280.0,0,5,2021,SKU30,CUSTOMER_04,Genebra,Suíça,Rodoviário
30862.443596482095,8,1.54,22679.14003180492,22679.14003180492,22679.14003180492,23280.574879227053,15960.0,1.93,15388.8,461.66,60480.0,30,5,2021,SKU24,CUSTOMER_04,Genebra,Suíça,Rodoviário
31188.121689386255,17,113.34,15840.516002071054,22188.80474917698,23150.913151364763,23280.574879227053,10440.0,141.67,1479035.6,181921.38,17860.0,60,6,2021,SKU21,CUSTOMER_01,Serra,Brasil,Rodoviário
6480.820131586234,29,308.78,15840.516002071054,22188.80474917698,23150.913151364763,23280.574879227053,2300.0,385.97,887740.0,109192.02,7320.0,60,6,2021,SKU20,CUSTOMER_01,Serra,Brasil,Rodoviário
31188.121689386255,14,113.34,15840.516002071054,22188.80474917698,23150.913151364763,23280.574879227053,10440.0,141.67,1479035.6,181921.38,17860.0,60,6,2021,SKU21,CUSTOMER_01,Serra,Brasil,Rodoviário
13162.844727314232,2,141.33,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,4960.0,176.67,876259.2,107779.88,3920.0,60,6,2021,SKU17,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
23906.899857283322,17,8.55,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,38400.0,10.69,410628.0,50507.24,33520.0,60,6,2021,SKU15,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
6296.075786750511,29,807.62,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,1584.0,1009.52,799539.84,15990.8,690.0,60,7,2021,SKU16,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
31188.121689386255,9,116.06,15840.516002071054,22188.80474917698,23150.913151364763,23280.574879227053,10710.0,145.07,1553748.2,191111.03,35720.0,60,7,2021,SKU21,CUSTOMER_01,Serra,Brasil,Rodoviário
31188.121689386255,7,17.66,15840.516002071054,22188.80474917698,23150.913151364763,23280.574879227053,22785.0,22.07,502905.2,61857.34,53580.0,60,7,2021,SKU21,CUSTOMER_01,Serra,Brasil,Rodoviário
31188.121689386255,15,4674.4,15840.516002071054,8464.781715291463,23150.913151364763,23280.574879227053,180.0,5843.0,210348.0,2103.48,8930.0,60,7,2021,SKU21,CUSTOMER_01,Barueri,Brasil,Rodoviário
13162.844727314232,29,35.91,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,15552.0,44.89,698148.64,85872.28,5880.0,60,7,2021,SKU17,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
6480.820131586234,5,611.54,15840.516002071054,22188.80474917698,23150.913151364763,23280.574879227053,500.0,764.43,382215.0,7644.3,2440.0,60,7,2021,SKU20,CUSTOMER_01,Serra,Brasil,Rodoviário
31188.121689386255,17,4792.64,15840.516002071054,8464.781715291463,23150.913151364763,23280.574879227053,420.0,5990.8,503227.2,25161.36,8930.0,60,8,2021,SKU21,CUSTOMER_01,Barueri,Brasil,Rodoviário
6480.820131586234,29,637.39,15840.516002071054,8464.781715291463,23150.913151364763,23280.574879227053,200.0,796.74,159348.0,7967.4,2440.0,60,8,2021,SKU20,CUSTOMER_01,Barueri,Brasil,Rodoviário
7625.196762063673,1,1320.4,9452.02038958798,9452.02038958798,23150.913151364763,23280.574879227053,2480.0,1650.5,818648.0,16372.96,60.0,60,8,2021,SKU14,CUSTOMER_02,Sorocaba,Brasil,Rodoviário
